,Items,(Ordered) Frequent Items
10457,"['Sugar', 'Panner', 'Lassi', 'Tea Powder', 'Coffee Powder', 'Ghee', 'Milk']","['Milk', 'Ghee', 'Coffee Powder', 'Sugar', 'Panner', 'Lassi', 'Tea Powder']"
10458,"['Coffee Powder', 'Panner', 'Milk', 'Cheese', 'Lassi', 'Bread']","['Milk', 'Coffee Powder', 'Bread', 'Cheese', 'Panner', 'Lassi']"
10459,"['Yougurt', 'Ghee', 'Tea Powder', 'Lassi', 'Sugar']","['Ghee', 'Yougurt', 'Sugar', 'Lassi', 'Tea Powder']"
10460,"['Sugar', 'Sweet', 'Ghee', 'Panner']","['Ghee', 'Sweet', 'Sugar', 'Panner']"
10461,"['Bread', 'Sugar', 'Sweet', 'Cheese', 'Coffee Powder', 'Butter', 'Panner']","['Coffee Powder', 'Bread', 'Sweet', 'Sugar', 'Butter', 'Cheese', 'Panner']"
10462,"['Ghee', 'Sweet', 'Coffee Powder']","['Ghee', 'Coffee Powder', 'Sweet']"
10463,"['Milk', 'Bread', 'Sugar', 'Coffee Powder', 'Lassi', 'Cheese']","['Milk', 'Coffee Powder', 'Bread', 'Sugar', 'Cheese', 'Lassi']"
10464,"['Coffee Powder', 'Butter', 'Sweet', 'Bread']","['Coffee Powder', 'Bread', 'Sweet', 'Butter']"
10465,"['Ghee', 'Tea Powder', 'Panner']","['Ghee', 'Panner', 'Tea Powder']"
10466,"['Yougurt', 'Cheese']","['Yougurt', 'Cheese']"
10467,"['Milk', 'Sugar', 'Yougurt', 'Tea Powder', 'Bread']","['Milk', 'Yougurt', 'Bread', 'Sugar', 'Tea Powder']"
10468,"['Coffee Powder', 'Ghee', 'Lassi', 'Bread', 'Milk', 'Cheese', 'Sugar']","['Milk', 'Ghee', 'Coffee Powder', 'Bread', 'Sugar', 'Cheese', 'Lassi']"
10469,"['Coffee Powder', 'Butter']","['Coffee Powder', 'Butter']"
10470,"['Panner', 'Ghee', 'Lassi']","['Ghee', 'Panner', 'Lassi']"
10471,"['Milk', 'Ghee']","['Milk', 'Ghee']"
10472,"['Yougurt', 'Sweet', 'Cheese']","['Yougurt', 'Sweet', 'Cheese']"
10473,"['Tea Powder', 'Sugar', 'Yougurt', 'Butter', 'Cheese', 'Coffee Powder', 'Lassi', 'Sweet']","['Coffee Powder', 'Yougurt', 'Sweet', 'Sugar', 'Butter', 'Cheese', 'Lassi', 'Tea Powder']"
10474,"['Bread', 'Lassi', 'Panner', 'Milk', 'Yougurt']","['Milk', 'Yougurt', 'Bread', 'Panner', 'Lassi']"
10475,"['Lassi', 'Tea Powder', 'Yougurt', 'Milk', 'Cheese', 'Ghee']","['Milk', 'Ghee', 'Yougurt', 'Cheese', 'Lassi', 'Tea Powder']"
10476,"['Tea Powder', 'Sweet', 'Bread', 'Yougurt']","['Yougurt', 'Bread', 'Sweet', 'Tea Powder']"
10477,"['Bread', 'Panner', 'Lassi', 'Sugar', 'Coffee Powder']","['Coffee Powder', 'Bread', 'Sugar', 'Panner', 'Lassi']"
10478,"['Cheese', 'Sugar', 'Tea Powder']","['Sugar', 'Cheese', 'Tea Powder']"
10479,"['Panner', 'Ghee', 'Sugar', 'Coffee Powder']","['Ghee', 'Coffee Powder', 'Sugar', 'Panner']"
10480,"['Cheese', 'Coffee Powder', 'Sugar', 'Sweet', 'Butter', 'Yougurt']","['Coffee Powder', 'Yougurt', 'Sweet', 'Sugar', 'Butter', 'Cheese']"
10481,"['Tea Powder', 'Sugar', 'Bread', 'Yougurt', 'Ghee']","['Ghee', 'Yougurt', 'Bread', 'Sugar', 'Tea Powder']"
10482,"['Yougurt', 'Sugar', 'Coffee Powder', 'Butter', 'Ghee']","['Ghee', 'Coffee Powder', 'Yougurt', 'Sugar', 'Butter']"
10483,"['Lassi', 'Coffee Powder', 'Milk', 'Yougurt', 'Butter', 'Sweet']","['Milk', 'Coffee Powder', 'Yougurt', 'Sweet', 'Butter', 'Lassi']"
10484,"['Tea Powder', 'Yougurt', 'Butter', 'Sweet', 'Ghee', 'Panner', 'Cheese', 'Bread']","['Ghee', 'Yougurt', 'Bread', 'Sweet', 'Butter', 'Cheese', 'Panner', 'Tea Powder']"
10485,"['Ghee', 'Butter', 'Milk', 'Sweet', 'Tea Powder', 'Bread']","['Milk', 'Ghee', 'Bread', 'Sweet', 'Butter', 'Tea Powder']"
10486,"['Coffee Powder', 'Butter', 'Cheese']","['Coffee Powder', 'Butter', 'Cheese']"
10487,"['Panner', 'Bread', 'Milk', 'Sugar', 'Lassi']","['Milk', 'Bread', 'Sugar', 'Panner', 'Lassi']"
10488,"['Panner', 'Coffee Powder']","['Coffee Powder', 'Panner']"
10489,"['Milk', 'Panner', 'Butter', 'Tea Powder']","['Milk', 'Butter', 'Panner', 'Tea Powder']"
10490,"['Ghee', 'Cheese', 'Yougurt']","['Ghee', 'Yougurt', 'Cheese']"
10491,"['Butter', 'Bread', 'Panner']","['Bread', 'Butter', 'Panner']"
10492,"['Yougurt', 'Panner', 'Coffee Powder']","['Coffee Powder', 'Yougurt', 'Panner']"
10493,"['Sweet', 'Cheese', 'Ghee', 'Lassi', 'Butter', 'Milk', 'Bread']","['Milk', 'Ghee', 'Bread', 'Sweet', 'Butter', 'Cheese', 'Lassi']"
10494,"['Bread', 'Tea Powder', 'Butter', 'Panner', 'Ghee']","['Ghee', 'Bread', 'Butter', 'Panner', 'Tea Powder']"
10495,"['Sugar', 'Bread']","['Bread', 'Sugar']"
10496,"['Yougurt', 'Sweet', 'Tea Powder', 'Panner']","['Yougurt', 'Sweet', 'Panner', 'Tea Powder']"
10497,"['Milk', 'Sweet', 'Cheese', 'Coffee Powder', 'Tea Powder', 'Butter', 'Lassi']","['Milk', 'Coffee Powder', 'Sweet', 'Butter', 'Cheese', 'Lassi', 'Tea Powder']"
10498,"['Coffee Powder', 'Sweet', 'Lassi', 'Milk', 'Butter', 'Ghee']","['Milk', 'Ghee', 'Coffee Powder', 'Sweet', 'Butter', 'Lassi']"
10499,"['Milk', 'Bread', 'Sweet', 'Coffee Powder', 'Panner']","['Milk', 'Coffee Powder', 'Bread', 'Sweet', 'Panner']"
10500,"['Ghee', 'Tea Powder', 'Sweet', 'Butter', 'Lassi']","['Ghee', 'Sweet', 'Butter', 'Lassi', 'Tea Powder']"
10501,"['Ghee', 'Sugar', 'Coffee Powder', 'Yougurt', 'Tea Powder', 'Butter']","['Ghee', 'Coffee Powder', 'Yougurt', 'Sugar', 'Butter', 'Tea Powder']"
10502,"['Ghee', 'Sugar']","['Ghee', 'Sugar']"
10503,"['Sugar', 'Coffee Powder', 'Yougurt', 'Panner', 'Cheese', 'Ghee']","['Ghee', 'Coffee Powder', 'Yougurt', 'Sugar', 'Cheese', 'Panner']"
10504,"['Milk', 'Ghee', 'Bread', 'Sugar', 'Panner']","['Milk', 'Ghee', 'Bread', 'Sugar', 'Panner']"
10505,"['Sweet', 'Tea Powder', 'Coffee Powder', 'Cheese', 'Butter', 'Yougurt']","['Coffee Powder', 'Yougurt', 'Sweet', 'Butter', 'Cheese', 'Tea Powder']"
10506,"['Lassi', 'Bread']","['Bread', 'Lassi']"
10507,"['Panner', 'Yougurt', 'Sweet']","['Yougurt', 'Sweet', 'Panner']"
10508,"['Cheese', 'Lassi', 'Coffee Powder', 'Sweet', 'Milk', 'Panner', 'Ghee']","['Milk', 'Ghee', 'Coffee Powder', 'Sweet', 'Cheese', 'Panner', 'Lassi']"
10509,"['Bread', 'Yougurt', 'Sugar', 'Milk']","['Milk', 'Yougurt', 'Bread', 'Sugar']"
10510,"['Panner', 'Bread', 'Yougurt', 'Sugar']","['Yougurt', 'Bread', 'Sugar', 'Panner']"
10511,"['Panner', 'Ghee', 'Bread', 'Milk', 'Coffee Powder', 'Yougurt', 'Butter', 'Sweet', 'Cheese']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Bread', 'Sweet', 'Butter', 'Cheese', 'Panner']"
10512,"['Sweet', 'Butter']","['Sweet', 'Butter']"
10513,"['Sugar', 'Coffee Powder', 'Sweet', 'Lassi', 'Butter', 'Panner', 'Yougurt']","['Coffee Powder', 'Yougurt', 'Sweet', 'Sugar', 'Butter', 'Panner', 'Lassi']"
10514,"['Bread', 'Sweet', 'Coffee Powder', 'Ghee', 'Sugar', 'Lassi', 'Panner', 'Tea Powder', 'Milk']","['Milk', 'Ghee', 'Coffee Powder', 'Bread', 'Sweet', 'Sugar', 'Panner', 'Lassi', 'Tea Powder']"
10515,"['Lassi', 'Panner', 'Butter', 'Cheese', 'Sugar', 'Sweet', 'Coffee Powder']","['Coffee Powder', 'Sweet', 'Sugar', 'Butter', 'Cheese', 'Panner', 'Lassi']"
10516,"['Cheese', 'Bread', 'Coffee Powder']","['Coffee Powder', 'Bread', 'Cheese']"
10517,"['Cheese', 'Panner', 'Milk', 'Sugar', 'Yougurt', 'Coffee Powder', 'Sweet', 'Ghee']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Sweet', 'Sugar', 'Cheese', 'Panner']"
10518,"['Milk', 'Sweet', 'Cheese', 'Panner']","['Milk', 'Sweet', 'Cheese', 'Panner']"
10519,"['Ghee', 'Cheese', 'Bread', 'Coffee Powder', 'Lassi']","['Ghee', 'Coffee Powder', 'Bread', 'Cheese', 'Lassi']"
10520,"['Coffee Powder', 'Yougurt', 'Butter']","['Coffee Powder', 'Yougurt', 'Butter']"
10521,"['Cheese', 'Milk', 'Bread', 'Ghee']","['Milk', 'Ghee', 'Bread', 'Cheese']"
10522,"['Tea Powder', 'Sugar', 'Lassi', 'Cheese', 'Yougurt']","['Yougurt', 'Sugar', 'Cheese', 'Lassi', 'Tea Powder']"
10523,"['Yougurt', 'Milk']","['Milk', 'Yougurt']"
10524,"['Sweet', 'Ghee']","['Ghee', 'Sweet']"
10525,"['Sweet', 'Coffee Powder', 'Tea Powder', 'Cheese', 'Lassi', 'Sugar', 'Ghee']","['Ghee', 'Coffee Powder', 'Sweet', 'Sugar', 'Cheese', 'Lassi', 'Tea Powder']"
10526,"['Lassi', 'Bread', 'Cheese', 'Ghee', 'Butter', 'Milk']","['Milk', 'Ghee', 'Bread', 'Butter', 'Cheese', 'Lassi']"
10527,"['Coffee Powder', 'Ghee', 'Yougurt', 'Cheese', 'Tea Powder']","['Ghee', 'Coffee Powder', 'Yougurt', 'Cheese', 'Tea Powder']"
10528,"['Cheese', 'Yougurt']","['Yougurt', 'Cheese']"
10529,"['Yougurt', 'Ghee', 'Sugar', 'Milk', 'Coffee Powder', 'Sweet', 'Cheese', 'Tea Powder']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Sweet', 'Sugar', 'Cheese', 'Tea Powder']"
10530,"['Sugar', 'Panner']","['Sugar', 'Panner']"
10531,"['Sugar', 'Tea Powder', 'Lassi']","['Sugar', 'Lassi', 'Tea Powder']"
10532,"['Lassi', 'Panner', 'Yougurt', 'Milk', 'Butter', 'Ghee', 'Sweet', 'Tea Powder']","['Milk', 'Ghee', 'Yougurt', 'Sweet', 'Butter', 'Panner', 'Lassi', 'Tea Powder']"
10533,"['Yougurt', 'Tea Powder', 'Bread', 'Sweet', 'Sugar', 'Coffee Powder', 'Ghee', 'Cheese']","['Ghee', 'Coffee Powder', 'Yougurt', 'Bread', 'Sweet', 'Sugar', 'Cheese', 'Tea Powder']"
10534,"['Lassi', 'Ghee', 'Coffee Powder', 'Butter']","['Ghee', 'Coffee Powder', 'Butter', 'Lassi']"
10535,"['Sweet', 'Cheese', 'Coffee Powder', 'Bread', 'Milk', 'Tea Powder', 'Sugar', 'Lassi', 'Yougurt']","['Milk', 'Coffee Powder', 'Yougurt', 'Bread', 'Sweet', 'Sugar', 'Cheese', 'Lassi', 'Tea Powder']"
10536,"['Bread', 'Cheese', 'Tea Powder', 'Milk', 'Panner', 'Butter', 'Yougurt', 'Sweet']","['Milk', 'Yougurt', 'Bread', 'Sweet', 'Butter', 'Cheese', 'Panner', 'Tea Powder']"
10537,"['Tea Powder', 'Cheese', 'Coffee Powder', 'Milk', 'Yougurt']","['Milk', 'Coffee Powder', 'Yougurt', 'Cheese', 'Tea Powder']"
10538,"['Panner', 'Coffee Powder', 'Lassi', 'Sweet', 'Tea Powder']","['Coffee Powder', 'Sweet', 'Panner', 'Lassi', 'Tea Powder']"
10539,"['Yougurt', 'Bread', 'Milk', 'Cheese', 'Tea Powder', 'Panner', 'Sweet', 'Coffee Powder']","['Milk', 'Coffee Powder', 'Yougurt', 'Bread', 'Sweet', 'Cheese', 'Panner', 'Tea Powder']"
10540,"['Milk', 'Butter']","['Milk', 'Butter']"
10541,"['Sweet', 'Sugar', 'Coffee Powder', 'Cheese', 'Yougurt']","['Coffee Powder', 'Yougurt', 'Sweet', 'Sugar', 'Cheese']"
10542,"['Ghee', 'Cheese', 'Sweet', 'Lassi', 'Tea Powder', 'Yougurt', 'Milk', 'Coffee Powder']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Sweet', 'Cheese', 'Lassi', 'Tea Powder']"
10543,"['Lassi', 'Cheese', 'Sugar', 'Milk', 'Butter', 'Yougurt']","['Milk', 'Yougurt', 'Sugar', 'Butter', 'Cheese', 'Lassi']"
10544,"['Bread', 'Milk', 'Cheese', 'Coffee Powder', 'Panner', 'Butter']","['Milk', 'Coffee Powder', 'Bread', 'Butter', 'Cheese', 'Panner']"
10545,"['Sweet', 'Tea Powder', 'Sugar', 'Butter', 'Ghee', 'Bread']","['Ghee', 'Bread', 'Sweet', 'Sugar', 'Butter', 'Tea Powder']"
10546,"['Panner', 'Tea Powder', 'Cheese']","['Cheese', 'Panner', 'Tea Powder']"
10547,"['Butter', 'Lassi', 'Yougurt']","['Yougurt', 'Butter', 'Lassi']"
10548,"['Yougurt', 'Cheese', 'Lassi', 'Milk', 'Butter', 'Sugar']","['Milk', 'Yougurt', 'Sugar', 'Butter', 'Cheese', 'Lassi']"
10549,"['Yougurt', 'Tea Powder', 'Cheese', 'Coffee Powder', 'Panner', 'Lassi']","['Coffee Powder', 'Yougurt', 'Cheese', 'Panner', 'Lassi', 'Tea Powder']"
10550,"['Yougurt', 'Milk', 'Ghee']","['Milk', 'Ghee', 'Yougurt']"
10551,"['Tea Powder', 'Coffee Powder']","['Coffee Powder', 'Tea Powder']"
10552,"['Milk', 'Tea Powder', 'Butter']","['Milk', 'Butter', 'Tea Powder']"
10553,"['Ghee', 'Bread', 'Sugar', 'Yougurt', 'Milk', 'Coffee Powder', 'Tea Powder', 'Sweet']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Bread', 'Sweet', 'Sugar', 'Tea Powder']"
10554,"['Milk', 'Lassi', 'Panner', 'Butter', 'Yougurt', 'Sweet']","['Milk', 'Yougurt', 'Sweet', 'Butter', 'Panner', 'Lassi']"
10555,"['Sweet', 'Bread', 'Coffee Powder', 'Yougurt', 'Tea Powder', 'Lassi', 'Butter']","['Coffee Powder', 'Yougurt', 'Bread', 'Sweet', 'Butter', 'Lassi', 'Tea Powder']"
10556,"['Yougurt', 'Sugar', 'Tea Powder', 'Sweet', 'Ghee']","['Ghee', 'Yougurt', 'Sweet', 'Sugar', 'Tea Powder']"
10557,"['Butter', 'Panner', 'Sugar']","['Sugar', 'Butter', 'Panner']"
10558,"['Sugar', 'Lassi', 'Panner', 'Cheese', 'Milk', 'Bread']","['Milk', 'Bread', 'Sugar', 'Cheese', 'Panner', 'Lassi']"
10559,"['Tea Powder', 'Yougurt']","['Yougurt', 'Tea Powder']"
10560,"['Tea Powder', 'Bread', 'Coffee Powder']","['Coffee Powder', 'Bread', 'Tea Powder']"
10561,"['Bread', 'Milk', 'Tea Powder', 'Sweet', 'Butter', 'Coffee Powder']","['Milk', 'Coffee Powder', 'Bread', 'Sweet', 'Butter', 'Tea Powder']"
10562,"['Ghee', 'Panner', 'Coffee Powder', 'Bread']","['Ghee', 'Coffee Powder', 'Bread', 'Panner']"
10563,"['Bread', 'Panner', 'Cheese', 'Coffee Powder', 'Lassi', 'Sugar']","['Coffee Powder', 'Bread', 'Sugar', 'Cheese', 'Panner', 'Lassi']"
10564,"['Sugar', 'Coffee Powder', 'Yougurt', 'Butter', 'Milk', 'Ghee', 'Tea Powder', 'Sweet']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Sweet', 'Sugar', 'Butter', 'Tea Powder']"
10565,"['Cheese', 'Butter', 'Lassi', 'Milk', 'Yougurt']","['Milk', 'Yougurt', 'Butter', 'Cheese', 'Lassi']"
10566,"['Panner', 'Coffee Powder', 'Ghee', 'Yougurt', 'Butter']","['Ghee', 'Coffee Powder', 'Yougurt', 'Butter', 'Panner']"
10567,"['Sugar', 'Yougurt', 'Tea Powder', 'Coffee Powder', 'Lassi', 'Panner']","['Coffee Powder', 'Yougurt', 'Sugar', 'Panner', 'Lassi', 'Tea Powder']"
10568,"['Bread', 'Butter', 'Panner']","['Bread', 'Butter', 'Panner']"
10569,"['Lassi', 'Tea Powder']","['Lassi', 'Tea Powder']"
10570,"['Cheese', 'Coffee Powder', 'Ghee', 'Yougurt', 'Milk', 'Tea Powder']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Cheese', 'Tea Powder']"
10571,"['Milk', 'Coffee Powder', 'Bread', 'Butter', 'Cheese']","['Milk', 'Coffee Powder', 'Bread', 'Butter', 'Cheese']"
10572,"['Sweet', 'Butter']","['Sweet', 'Butter']"
10573,"['Milk', 'Panner', 'Sugar', 'Butter', 'Sweet', 'Yougurt']","['Milk', 'Yougurt', 'Sweet', 'Sugar', 'Butter', 'Panner']"
10574,"['Bread', 'Tea Powder', 'Sugar']","['Bread', 'Sugar', 'Tea Powder']"
10575,"['Sweet', 'Coffee Powder', 'Tea Powder', 'Panner', 'Bread', 'Yougurt']","['Coffee Powder', 'Yougurt', 'Bread', 'Sweet', 'Panner', 'Tea Powder']"
10576,"['Panner', 'Sweet', 'Sugar', 'Cheese', 'Ghee', 'Yougurt', 'Milk', 'Butter', 'Bread', 'Lassi']","['Milk', 'Ghee', 'Yougurt', 'Bread', 'Sweet', 'Sugar', 'Butter', 'Cheese', 'Panner', 'Lassi']"
10577,"['Lassi', 'Panner', 'Coffee Powder']","['Coffee Powder', 'Panner', 'Lassi']"
10578,"['Lassi', 'Sweet', 'Panner', 'Butter', 'Tea Powder', 'Bread']","['Bread', 'Sweet', 'Butter', 'Panner', 'Lassi', 'Tea Powder']"
10579,"['Sweet', 'Yougurt', 'Cheese', 'Lassi', 'Panner', 'Bread', 'Ghee', 'Sugar', 'Milk']","['Milk', 'Ghee', 'Yougurt', 'Bread', 'Sweet', 'Sugar', 'Cheese', 'Panner', 'Lassi']"
10580,"['Panner', 'Ghee', 'Coffee Powder']","['Ghee', 'Coffee Powder', 'Panner']"
10581,"['Yougurt', 'Bread', 'Cheese', 'Panner', 'Sweet', 'Butter', 'Tea Powder', 'Milk']","['Milk', 'Yougurt', 'Bread', 'Sweet', 'Butter', 'Cheese', 'Panner', 'Tea Powder']"
10582,"['Tea Powder', 'Panner', 'Ghee', 'Yougurt', 'Butter']","['Ghee', 'Yougurt', 'Butter', 'Panner', 'Tea Powder']"
10583,"['Tea Powder', 'Lassi', 'Sweet', 'Cheese', 'Sugar', 'Panner', 'Milk', 'Coffee Powder', 'Yougurt', 'Butter']","['Milk', 'Coffee Powder', 'Yougurt', 'Sweet', 'Sugar', 'Butter', 'Cheese', 'Panner', 'Lassi', 'Tea Powder']"
10584,"['Sugar', 'Coffee Powder', 'Ghee', 'Yougurt', 'Butter']","['Ghee', 'Coffee Powder', 'Yougurt', 'Sugar', 'Butter']"
10585,"['Sweet', 'Milk', 'Tea Powder', 'Butter', 'Yougurt', 'Lassi', 'Ghee']","['Milk', 'Ghee', 'Yougurt', 'Sweet', 'Butter', 'Lassi', 'Tea Powder']"
10586,"['Sweet', 'Bread', 'Tea Powder', 'Sugar']","['Bread', 'Sweet', 'Sugar', 'Tea Powder']"
10587,"['Sweet', 'Coffee Powder', 'Yougurt', 'Bread', 'Tea Powder', 'Milk', 'Ghee']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Bread', 'Sweet', 'Tea Powder']"
10588,"['Milk', 'Sugar', 'Yougurt', 'Coffee Powder', 'Cheese', 'Tea Powder', 'Bread']","['Milk', 'Coffee Powder', 'Yougurt', 'Bread', 'Sugar', 'Cheese', 'Tea Powder']"
10589,"['Lassi', 'Milk', 'Sweet', 'Yougurt', 'Panner', 'Tea Powder']","['Milk', 'Yougurt', 'Sweet', 'Panner', 'Lassi', 'Tea Powder']"
10590,"['Bread', 'Sugar', 'Tea Powder', 'Milk']","['Milk', 'Bread', 'Sugar', 'Tea Powder']"
10591,"['Yougurt', 'Sweet', 'Milk', 'Butter']","['Milk', 'Yougurt', 'Sweet', 'Butter']"
10592,"['Tea Powder', 'Milk', 'Bread', 'Sweet']","['Milk', 'Bread', 'Sweet', 'Tea Powder']"
10593,"['Panner', 'Sweet']","['Sweet', 'Panner']"
10594,"['Sweet', 'Lassi']","['Sweet', 'Lassi']"
10595,"['Panner', 'Sweet', 'Cheese', 'Lassi', 'Sugar']","['Sweet', 'Sugar', 'Cheese', 'Panner', 'Lassi']"
10596,"['Panner', 'Tea Powder', 'Bread', 'Cheese', 'Ghee', 'Butter']","['Ghee', 'Bread', 'Butter', 'Cheese', 'Panner', 'Tea Powder']"
10597,"['Bread', 'Butter', 'Panner', 'Sweet']","['Bread', 'Sweet', 'Butter', 'Panner']"
10598,"['Panner', 'Bread', 'Sweet']","['Bread', 'Sweet', 'Panner']"
10599,"['Cheese', 'Coffee Powder', 'Butter']","['Coffee Powder', 'Butter', 'Cheese']"
10600,"['Yougurt', 'Tea Powder', 'Lassi', 'Sweet']","['Yougurt', 'Sweet', 'Lassi', 'Tea Powder']"
10601,"['Ghee', 'Sugar', 'Tea Powder', 'Yougurt', 'Milk', 'Coffee Powder']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Sugar', 'Tea Powder']"
10602,"['Butter', 'Coffee Powder', 'Sweet', 'Ghee', 'Tea Powder', 'Yougurt']","['Ghee', 'Coffee Powder', 'Yougurt', 'Sweet', 'Butter', 'Tea Powder']"
10603,"['Sugar', 'Panner', 'Tea Powder', 'Sweet', 'Yougurt']","['Yougurt', 'Sweet', 'Sugar', 'Panner', 'Tea Powder']"
10604,"['Coffee Powder', 'Yougurt', 'Panner']","['Coffee Powder', 'Yougurt', 'Panner']"
10605,"['Bread', 'Sweet', 'Coffee Powder', 'Cheese', 'Ghee', 'Milk']","['Milk', 'Ghee', 'Coffee Powder', 'Bread', 'Sweet', 'Cheese']"
10606,"['Cheese', 'Milk', 'Yougurt', 'Lassi', 'Coffee Powder']","['Milk', 'Coffee Powder', 'Yougurt', 'Cheese', 'Lassi']"
10607,"['Sugar', 'Yougurt']","['Yougurt', 'Sugar']"
10608,"['Sweet', 'Yougurt', 'Cheese', 'Lassi', 'Coffee Powder']","['Coffee Powder', 'Yougurt', 'Sweet', 'Cheese', 'Lassi']"
10609,"['Ghee', 'Butter', 'Panner', 'Milk', 'Coffee Powder', 'Tea Powder', 'Yougurt']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Butter', 'Panner', 'Tea Powder']"
10610,"['Yougurt', 'Sugar']","['Yougurt', 'Sugar']"
10611,"['Sweet', 'Sugar', 'Coffee Powder', 'Yougurt', 'Panner', 'Bread', 'Milk', 'Tea Powder', 'Butter']","['Milk', 'Coffee Powder', 'Yougurt', 'Bread', 'Sweet', 'Sugar', 'Butter', 'Panner', 'Tea Powder']"
10612,"['Cheese', 'Bread', 'Coffee Powder', 'Lassi', 'Sweet']","['Coffee Powder', 'Bread', 'Sweet', 'Cheese', 'Lassi']"
10613,"['Bread', 'Panner', 'Yougurt', 'Cheese']","['Yougurt', 'Bread', 'Cheese', 'Panner']"
10614,"['Sugar', 'Tea Powder', 'Butter', 'Bread', 'Coffee Powder', 'Ghee']","['Ghee', 'Coffee Powder', 'Bread', 'Sugar', 'Butter', 'Tea Powder']"
10615,"['Lassi', 'Milk', 'Bread', 'Cheese', 'Yougurt', 'Tea Powder', 'Sugar', 'Coffee Powder', 'Butter', 'Ghee', 'Panner']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Bread', 'Sugar', 'Butter', 'Cheese', 'Panner', 'Lassi', 'Tea Powder']"
10616,"['Tea Powder', 'Cheese', 'Milk', 'Lassi', 'Bread', 'Coffee Powder', 'Butter']","['Milk', 'Coffee Powder', 'Bread', 'Butter', 'Cheese', 'Lassi', 'Tea Powder']"
10617,"['Yougurt', 'Sugar', 'Cheese', 'Butter', 'Lassi']","['Yougurt', 'Sugar', 'Butter', 'Cheese', 'Lassi']"
10618,"['Yougurt', 'Sweet', 'Panner', 'Tea Powder', 'Ghee', 'Cheese', 'Butter']","['Ghee', 'Yougurt', 'Sweet', 'Butter', 'Cheese', 'Panner', 'Tea Powder']"
10619,"['Sugar', 'Coffee Powder']","['Coffee Powder', 'Sugar']"
10620,"['Lassi', 'Yougurt', 'Sweet', 'Coffee Powder', 'Cheese', 'Sugar']","['Coffee Powder', 'Yougurt', 'Sweet', 'Sugar', 'Cheese', 'Lassi']"
10621,"['Sugar', 'Butter', 'Coffee Powder', 'Cheese', 'Panner', 'Yougurt', 'Lassi']","['Coffee Powder', 'Yougurt', 'Sugar', 'Butter', 'Cheese', 'Panner', 'Lassi']"
10622,"['Ghee', 'Cheese', 'Sugar', 'Lassi', 'Sweet', 'Tea Powder', 'Milk', 'Panner']","['Milk', 'Ghee', 'Sweet', 'Sugar', 'Cheese', 'Panner', 'Lassi', 'Tea Powder']"
10623,"['Bread', 'Milk', 'Lassi', 'Ghee', 'Tea Powder', 'Yougurt', 'Coffee Powder']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Bread', 'Lassi', 'Tea Powder']"
10624,"['Yougurt', 'Butter', 'Panner']","['Yougurt', 'Butter', 'Panner']"
10625,"['Ghee', 'Tea Powder', 'Lassi', 'Milk', 'Coffee Powder', 'Cheese', 'Panner', 'Sugar', 'Yougurt']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Sugar', 'Cheese', 'Panner', 'Lassi', 'Tea Powder']"
10626,"['Sugar', 'Coffee Powder', 'Panner', 'Milk', 'Yougurt', 'Ghee', 'Tea Powder']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Sugar', 'Panner', 'Tea Powder']"
10627,"['Butter', 'Yougurt', 'Bread', 'Lassi', 'Ghee', 'Tea Powder', 'Panner', 'Coffee Powder']","['Ghee', 'Coffee Powder', 'Yougurt', 'Bread', 'Butter', 'Panner', 'Lassi', 'Tea Powder']"
10628,"['Panner', 'Coffee Powder', 'Butter', 'Ghee', 'Milk', 'Sugar']","['Milk', 'Ghee', 'Coffee Powder', 'Sugar', 'Butter', 'Panner']"
10629,"['Sugar', 'Butter', 'Tea Powder', 'Panner', 'Ghee', 'Milk']","['Milk', 'Ghee', 'Sugar', 'Butter', 'Panner', 'Tea Powder']"
10630,"['Cheese', 'Coffee Powder', 'Yougurt', 'Milk', 'Ghee', 'Sweet']","['Milk', 'Ghee', 'Coffee Powder', 'Yougurt', 'Sweet', 'Cheese']"
10631,"['Sweet', 'Milk', 'Tea Powder']","['Milk', 'Sweet', 'Tea Powder']"
10632,"['Butter', 'Tea Powder', 'Cheese', 'Bread']","['Bread', 'Butter', 'Cheese', 'Tea Powder']"
10633,"['Butter', 'Yougurt', 'Sweet']","['Yougurt', 'Sweet', 'Butter']"
10634,"['Ghee', 'Butter', 'Cheese']","['Ghee', 'Butter', 'Cheese']"
10635,"['Bread', 'Butter', 'Cheese', 'Tea Powder', 'Milk']","['Milk', 'Bread', 'Butter', 'Cheese', 'Tea Powder']"
